Sim time (min), Sim time (max), Sim time (ave), Cnv time (min), Cnv time (max), Cnv time (ave), Vis time (min), Vis time (max), Vis time (ave)
0.383501, 0.383566, 0.383532, 0.045355, 0.045412, 0.0453964, 6e-06, 8e-06, 7.125e-06
0.385036, 0.385098, 0.385069, 0.045336, 0.045391, 0.045375, 7e-06, 8e-06, 7.25e-06
0.384403, 0.384467, 0.384433, 0.045294, 0.045346, 0.0453226, 6e-06, 7e-06, 6.875e-06
0.384403, 0.384474, 0.384436, 0.045363, 0.04543, 0.0453955, 6e-06, 8e-06, 6.875e-06
0.384475, 0.384531, 0.384503, 0.045252, 0.045292, 0.0452752, 7e-06, 8e-06, 7.625e-06
0.384237, 0.384298, 0.384267, 0.045145, 0.045204, 0.0451844, 7e-06, 8e-06, 7.25e-06
0.384569, 0.384629, 0.384598, 0.045192, 0.04524, 0.0452209, 7e-06, 8e-06, 7.5e-06
0.38458, 0.384672, 0.384615, 0.045397, 0.045482, 0.0454433, 7e-06, 8e-06, 7.75e-06
0.383701, 0.383788, 0.383737, 0.04502, 0.045089, 0.0450645, 8e-06, 9e-06, 8.25e-06
0.383738, 0.383794, 0.383764, 0.045279, 0.045321, 0.045304, 7e-06, 8e-06, 7.25e-06
0.383935, 0.383988, 0.383961, 0.045482, 0.045518, 0.0455049, 7e-06, 7e-06, 7e-06
0.383627, 0.383699, 0.383662, 0.045355, 0.045414, 0.0453885, 7e-06, 8e-06, 7.125e-06
0.383713, 0.383774, 0.383741, 0.045463, 0.045525, 0.0455049, 7e-06, 8e-06, 7.875e-06
0.383812, 0.383871, 0.38384, 0.045185, 0.045246, 0.0452267, 7e-06, 8e-06, 7.375e-06
0.383468, 0.383531, 0.383498, 0.045402, 0.045451, 0.0454296, 7e-06, 8e-06, 7.125e-06
0.385579, 0.385631, 0.385604, 0.045731, 0.045775, 0.0457556, 7e-06, 8e-06, 7.375e-06
0.384154, 0.38421, 0.384181, 0.045411, 0.045453, 0.0454351, 7e-06, 7e-06, 7e-06
0.384051, 0.384103, 0.384075, 0.04532, 0.045356, 0.045342, 7e-06, 8e-06, 7.25e-06
0.382178, 0.382265, 0.382214, 0.045393, 0.045457, 0.0454369, 6e-06, 8e-06, 7.5e-06
0.383634, 0.383691, 0.38366, 0.045279, 0.045347, 0.0453182, 6e-06, 8e-06, 7e-06
0.382332, 0.382401, 0.382365, 0.045279, 0.045339, 0.0453122, 6e-06, 8e-06, 6.75e-06
0.382962, 0.383023, 0.382991, 0.04557, 0.045617, 0.0455969, 6e-06, 8e-06, 7e-06
0.382459, 0.382518, 0.382486, 0.045437, 0.045485, 0.0454638, 6e-06, 7e-06, 6.5e-06
0.383531, 0.383588, 0.383561, 0.045315, 0.045371, 0.0453531, 6e-06, 8e-06, 7.125e-06
0.382991, 0.383044, 0.383013, 0.045374, 0.04542, 0.0454008, 7e-06, 7e-06, 7e-06
0.383613, 0.383671, 0.38364, 0.045425, 0.045467, 0.0454508, 6e-06, 8e-06, 6.625e-06
0.383516, 0.383574, 0.383543, 0.04583, 0.045874, 0.0458566, 7e-06, 8e-06, 7.125e-06
0.384193, 0.384277, 0.384241, 0.045264, 0.045316, 0.0452936, 6e-06, 8e-06, 6.875e-06
0.382294, 0.382346, 0.382316, 0.045245, 0.045304, 0.0452792, 6e-06, 8e-06, 7.75e-06
0.386153, 0.386214, 0.386183, 0.045096, 0.045155, 0.0451345, 6e-06, 8e-06, 7e-06
0.382209, 0.382294, 0.382243, 0.045184, 0.045252, 0.045228, 6e-06, 8e-06, 7e-06
0.382957, 0.383043, 0.38299, 0.045143, 0.045215, 0.0451906, 7e-06, 8e-06, 7.125e-06
0.38202, 0.382089, 0.382054, 0.045113, 0.045166, 0.0451436, 6e-06, 8e-06, 7.25e-06
0.382066, 0.382117, 0.382087, 0.045237, 0.045282, 0.0452616, 6e-06, 7e-06, 6.75e-06
0.38169, 0.381743, 0.381716, 0.045446, 0.045479, 0.0454693, 7e-06, 8e-06, 7.125e-06
0.390205, 0.390259, 0.39023, 0.045546, 0.045586, 0.0455686, 6e-06, 1.1e-05, 7e-06
0.382923, 0.382986, 0.38295, 0.045112, 0.04518, 0.0451561, 6e-06, 7e-06, 6.375e-06
0.384567, 0.384651, 0.384601, 0.045086, 0.045155, 0.0451311, 7e-06, 9e-06, 7.75e-06
0.384346, 0.384406, 0.384373, 0.045414, 0.04546, 0.0454405, 8e-06, 9e-06, 8.375e-06
0.381669, 0.381757, 0.381706, 0.045075, 0.045147, 0.0451209, 7e-06, 7e-06, 7e-06
0.382177, 0.382258, 0.382209, 0.045135, 0.045202, 0.0451782, 6e-06, 7e-06, 6.75e-06
0.383486, 0.383541, 0.383512, 0.045263, 0.045305, 0.0452862, 6e-06, 7e-06, 6.375e-06
0.382824, 0.382889, 0.382856, 0.045336, 0.045387, 0.0453645, 6e-06, 8e-06, 6.875e-06
0.381931, 0.381994, 0.381958, 0.045339, 0.045407, 0.0453832, 6e-06, 8e-06, 6.875e-06
0.381257, 0.381339, 0.381286, 0.045231, 0.045309, 0.045279, 6e-06, 7e-06, 6.625e-06
0.382052, 0.382096, 0.382068, 0.045527, 0.045571, 0.0455517, 6e-06, 7e-06, 6.625e-06
0.381308, 0.381359, 0.38133, 0.045133, 0.045171, 0.045156, 6e-06, 8e-06, 7.125e-06
0.38146, 0.381542, 0.381495, 0.045201, 0.045268, 0.0452439, 7e-06, 7e-06, 7e-06
0.382008, 0.38206, 0.382031, 0.045204, 0.045262, 0.0452433, 7e-06, 9e-06, 7.625e-06
0.382832, 0.382896, 0.382863, 0.045402, 0.045467, 0.0454441, 6e-06, 7e-06, 6.875e-06
0.382777, 0.382835, 0.382805, 0.045272, 0.045318, 0.0452981, 6e-06, 8e-06, 6.75e-06
0.382655, 0.382736, 0.382689, 0.045466, 0.045534, 0.0455089, 6e-06, 8e-06, 6.625e-06
0.382475, 0.382532, 0.382503, 0.045393, 0.045453, 0.0454327, 7e-06, 7e-06, 7e-06
0.382783, 0.382822, 0.382801, 0.04553, 0.045567, 0.0455467, 6e-06, 8e-06, 6.875e-06
0.382494, 0.382548, 0.38252, 0.045294, 0.045327, 0.0453162, 6e-06, 7e-06, 6.75e-06
0.381876, 0.381931, 0.381904, 0.045288, 0.045327, 0.0453108, 6e-06, 7e-06, 6.625e-06
0.381988, 0.382074, 0.382024, 0.045473, 0.045544, 0.0455182, 7e-06, 8e-06, 7.375e-06
0.38199, 0.382046, 0.382016, 0.045476, 0.045515, 0.045499, 7e-06, 8e-06, 7.125e-06
0.383458, 0.383512, 0.383483, 0.045576, 0.045611, 0.0455986, 7e-06, 8e-06, 7.375e-06
0.38285, 0.382906, 0.382876, 0.045325, 0.04537, 0.04535, 7e-06, 9e-06, 7.375e-06
0.383005, 0.383064, 0.383034, 0.045355, 0.045399, 0.045381, 6e-06, 7e-06, 6.25e-06
0.382373, 0.382453, 0.382409, 0.045678, 0.045731, 0.0457175, 7e-06, 7e-06, 7e-06
0.383585, 0.383642, 0.38361, 0.045449, 0.045493, 0.0454762, 6e-06, 7e-06, 6.75e-06
0.382646, 0.382703, 0.38267, 0.045312, 0.045375, 0.0453541, 6e-06, 7e-06, 6.75e-06
0.38336, 0.383417, 0.383386, 0.045179, 0.045214, 0.0452034, 5e-06, 7e-06, 6.25e-06
0.38201, 0.382087, 0.382047, 0.045368, 0.04542, 0.0453994, 6e-06, 7e-06, 6.625e-06
0.383028, 0.383079, 0.383052, 0.045949, 0.045994, 0.0459734, 5e-06, 8e-06, 6.75e-06
0.394862, 0.394922, 0.394892, 0.04579, 0.045841, 0.0458275, 7e-06, 1e-05, 7.625e-06
0.390615, 0.39067, 0.390641, 0.045867, 0.045918, 0.04589, 8e-06, 1e-05, 8.375e-06
0.382566, 0.38262, 0.38259, 0.045673, 0.045719, 0.0456985, 6e-06, 8e-06, 6.75e-06
0.382607, 0.38265, 0.382622, 0.045597, 0.04564, 0.045621, 6e-06, 8e-06, 7.25e-06
0.383345, 0.38341, 0.383375, 0.045477, 0.045524, 0.0455058, 6e-06, 7e-06, 6.875e-06
0.383992, 0.384063, 0.384024, 0.045599, 0.045655, 0.045632, 6e-06, 8e-06, 7e-06
0.382893, 0.382942, 0.382916, 0.045709, 0.045754, 0.0457306, 6e-06, 7e-06, 6.5e-06
0.382526, 0.382578, 0.382552, 0.045833, 0.045865, 0.0458544, 6e-06, 8e-06, 6.875e-06
0.383752, 0.383819, 0.383782, 0.045645, 0.045702, 0.0456775, 7e-06, 8e-06, 7.25e-06
0.382986, 0.383054, 0.383019, 0.045677, 0.04573, 0.0457075, 6e-06, 7e-06, 6.5e-06
0.383408, 0.38347, 0.383437, 0.045899, 0.045945, 0.0459261, 6e-06, 7e-06, 6.875e-06
0.383584, 0.383642, 0.383613, 0.045582, 0.045626, 0.0456074, 7e-06, 9e-06, 7.875e-06
0.384538, 0.384593, 0.384563, 0.045489, 0.045548, 0.0455276, 7e-06, 8e-06, 7.25e-06
0.382093, 0.382147, 0.382118, 0.045181, 0.045239, 0.0452201, 6e-06, 7e-06, 6.625e-06
0.382758, 0.382812, 0.382781, 0.045323, 0.045368, 0.045349, 6e-06, 7e-06, 6.875e-06
0.38291, 0.382975, 0.382938, 0.045234, 0.045285, 0.0452649, 6e-06, 7e-06, 6.25e-06
0.382624, 0.382681, 0.382653, 0.045552, 0.045609, 0.0455903, 6e-06, 7e-06, 6.5e-06
0.382575, 0.382638, 0.382603, 0.045475, 0.04554, 0.0455185, 5e-06, 7e-06, 6.375e-06
0.399701, 0.399785, 0.399736, 0.048393, 0.048465, 0.048438, 6e-06, 1e-05, 7e-06
0.383177, 0.383219, 0.383192, 0.04548, 0.045517, 0.0455023, 6e-06, 8e-06, 7.125e-06
0.382323, 0.382407, 0.382357, 0.045581, 0.045652, 0.0456257, 6e-06, 1.4e-05, 7.625e-06
0.384391, 0.384474, 0.384425, 0.04541, 0.045477, 0.0454548, 7e-06, 9e-06, 7.5e-06
0.383273, 0.383334, 0.383301, 0.045346, 0.045394, 0.0453721, 6e-06, 7e-06, 6.875e-06
0.383732, 0.383783, 0.383757, 0.045389, 0.045424, 0.0454107, 6e-06, 7e-06, 6.75e-06
0.383387, 0.384459, 0.383539, 0.04438, 0.045482, 0.0453265, 6e-06, 8e-06, 6.625e-06
0.3883, 0.388355, 0.388327, 0.045407, 0.045444, 0.0454303, 7e-06, 7e-06, 7e-06
0.383028, 0.383084, 0.383054, 0.045386, 0.045428, 0.04541, 6e-06, 7e-06, 6.75e-06
0.383916, 0.383982, 0.383951, 0.045557, 0.045614, 0.045596, 6e-06, 7e-06, 6.5e-06
0.391833, 0.39188, 0.391856, 0.045641, 0.045683, 0.0456586, 6e-06, 1e-05, 7e-06
0.390546, 0.390598, 0.390571, 0.045622, 0.04566, 0.0456447, 6e-06, 7e-06, 6.875e-06
0.390452, 0.390513, 0.390478, 0.04571, 0.045762, 0.0457407, 7e-06, 8e-06, 7.375e-06
0.382678, 0.382759, 0.382709, 0.045398, 0.045463, 0.0454416, 7e-06, 9e-06, 8.5e-06
0.382676, 0.382714, 0.382694, 0.045506, 0.045531, 0.0455207, 6e-06, 7e-06, 6.75e-06
0.391557, 0.391611, 0.391582, 0.04524, 0.045297, 0.0452784, 6e-06, 8e-06, 7.125e-06
0.39007, 0.39013, 0.390098, 0.04532, 0.045382, 0.0453613, 6e-06, 7e-06, 6.5e-06
0.388328, 0.388389, 0.388358, 0.045566, 0.045625, 0.0456062, 6e-06, 8e-06, 6.875e-06
0.387556, 0.387606, 0.38758, 0.045437, 0.045478, 0.0454569, 5e-06, 7e-06, 6.5e-06
0.384425, 0.385522, 0.384578, 0.044808, 0.045936, 0.0457806, 6e-06, 8e-06, 7e-06
0.395174, 0.395241, 0.395207, 0.045408, 0.045459, 0.0454375, 6e-06, 8e-06, 7.125e-06
0.400882, 0.400948, 0.400911, 0.045401, 0.045456, 0.0454336, 6e-06, 8e-06, 6.875e-06
0.390189, 0.390235, 0.390213, 0.045314, 0.045342, 0.045332, 7e-06, 8e-06, 7.875e-06
0.39031, 0.390381, 0.390351, 0.045477, 0.045517, 0.0455019, 7e-06, 9e-06, 8.125e-06
0.390188, 0.390245, 0.390217, 0.045542, 0.045577, 0.0455634, 6e-06, 8e-06, 7.125e-06
0.388911, 0.388995, 0.388946, 0.04534, 0.045413, 0.0453845, 6e-06, 8e-06, 7e-06
0.394722, 0.394815, 0.394754, 0.045567, 0.045649, 0.0456121, 6e-06, 8e-06, 7.125e-06
0.399553, 0.399609, 0.399581, 0.045458, 0.045492, 0.0454801, 5e-06, 7e-06, 6.625e-06
0.384829, 0.384918, 0.384867, 0.045451, 0.045522, 0.0454965, 7e-06, 8e-06, 7.125e-06
0.382831, 0.383956, 0.382987, 0.044606, 0.045756, 0.0455999, 6e-06, 7e-06, 6.875e-06
0.396399, 0.396487, 0.396437, 0.045344, 0.045414, 0.0453891, 6e-06, 7e-06, 6.75e-06
0.390221, 0.390301, 0.390253, 0.045586, 0.045652, 0.0456289, 6e-06, 7e-06, 6.875e-06
0.394547, 0.394607, 0.394576, 0.045605, 0.045651, 0.0456307, 7e-06, 9e-06, 7.5e-06
0.396985, 0.397049, 0.397016, 0.045502, 0.045554, 0.0455311, 7e-06, 8e-06, 7.5e-06
0.392212, 0.392271, 0.39224, 0.045693, 0.045738, 0.0457189, 6e-06, 7e-06, 6.625e-06
0.389959, 0.390043, 0.389994, 0.045384, 0.045454, 0.045429, 6e-06, 7e-06, 6.375e-06
0.381537, 0.381597, 0.381567, 0.045572, 0.045612, 0.045595, 6e-06, 8e-06, 6.875e-06
0.386045, 0.386094, 0.386066, 0.045781, 0.045824, 0.045804, 6e-06, 7e-06, 6.75e-06
0.390619, 0.390667, 0.390639, 0.045486, 0.045529, 0.0455086, 6e-06, 7e-06, 6.75e-06
0.391383, 0.391431, 0.391406, 0.0457, 0.045734, 0.0457196, 6e-06, 8e-06, 6.75e-06
0.385569, 0.385636, 0.385598, 0.045342, 0.045395, 0.0453742, 6e-06, 7e-06, 6.75e-06
0.387158, 0.387214, 0.387184, 0.045351, 0.045412, 0.0453909, 5e-06, 7e-06, 6.5e-06
0.390973, 0.391037, 0.391, 0.04544, 0.045497, 0.0454718, 7e-06, 8e-06, 7.25e-06
0.382075, 0.382143, 0.382108, 0.045341, 0.045392, 0.0453711, 6e-06, 9e-06, 8e-06
0.397084, 0.397144, 0.397118, 0.045193, 0.045225, 0.0452138, 6e-06, 7e-06, 6.875e-06
0.382561, 0.382642, 0.382594, 0.045357, 0.045426, 0.0454001, 6e-06, 8e-06, 7.125e-06
0.394441, 0.394498, 0.394467, 0.045188, 0.045247, 0.0452273, 6e-06, 7e-06, 6.75e-06
0.392809, 0.392856, 0.392827, 0.045317, 0.045361, 0.0453402, 6e-06, 7e-06, 6.875e-06
0.394286, 0.394367, 0.39432, 0.045557, 0.04562, 0.0455984, 6e-06, 7e-06, 6.375e-06
0.389262, 0.389317, 0.389286, 0.045295, 0.045357, 0.0453345, 6e-06, 8e-06, 7.125e-06
0.384562, 0.384613, 0.384585, 0.045421, 0.045456, 0.0454434, 6e-06, 7e-06, 6.875e-06
0.390539, 0.391513, 0.390681, 0.044575, 0.045583, 0.0454375, 5e-06, 8e-06, 6.875e-06
0.395491, 0.396694, 0.395667, 0.044641, 0.045831, 0.045664, 6e-06, 9e-06, 7.375e-06
0.391788, 0.391838, 0.391808, 0.04534, 0.045382, 0.0453637, 7e-06, 9e-06, 7.75e-06
0.398502, 0.39856, 0.398528, 0.045454, 0.0455, 0.0454792, 7e-06, 9e-06, 7.875e-06
0.402605, 0.402657, 0.402629, 0.045234, 0.045271, 0.0452555, 6e-06, 7e-06, 6.875e-06
0.394747, 0.394818, 0.39478, 0.045527, 0.045582, 0.045559, 5e-06, 7e-06, 6.5e-06
0.399214, 0.400277, 0.399363, 0.044897, 0.045991, 0.0458378, 6e-06, 8e-06, 6.375e-06
0.403235, 0.403288, 0.403259, 0.045505, 0.045547, 0.045527, 7e-06, 8e-06, 7.375e-06
0.395095, 0.395154, 0.395123, 0.045598, 0.045641, 0.0456229, 7e-06, 9e-06, 7.375e-06
0.397636, 0.397691, 0.39766, 0.045388, 0.045432, 0.0454145, 5e-06, 8e-06, 6.875e-06
0.3899, 0.38996, 0.389931, 0.04561, 0.04565, 0.045634, 6e-06, 8e-06, 7e-06
0.386411, 0.386477, 0.386443, 0.045496, 0.045561, 0.0455376, 6e-06, 7e-06, 6.625e-06
0.398295, 0.398363, 0.398325, 0.045629, 0.045687, 0.045662, 6e-06, 1.1e-05, 8.5e-06
0.398976, 0.399037, 0.399008, 0.045298, 0.045349, 0.0453335, 7e-06, 7e-06, 7e-06
0.405819, 0.405882, 0.405849, 0.045506, 0.04557, 0.0455483, 6e-06, 7e-06, 6.75e-06
0.397495, 0.397556, 0.397526, 0.045585, 0.045645, 0.0456229, 6e-06, 8e-06, 7.125e-06
0.388067, 0.389024, 0.38821, 0.045131, 0.046072, 0.0459386, 7e-06, 8e-06, 7.25e-06
0.402053, 0.402136, 0.402087, 0.045387, 0.045453, 0.045429, 6e-06, 8e-06, 7.5e-06
0.397015, 0.397075, 0.397047, 0.046661, 0.046714, 0.0466985, 6e-06, 7e-06, 6.875e-06
0.390319, 0.39038, 0.39035, 0.045513, 0.045551, 0.0455365, 6e-06, 7e-06, 6.875e-06
0.399511, 0.400635, 0.399686, 0.045052, 0.04615, 0.0459971, 6e-06, 8e-06, 6.75e-06
0.400218, 0.401318, 0.400381, 0.044221, 0.045306, 0.045151, 6e-06, 9e-06, 7.5e-06
0.394648, 0.394707, 0.394679, 0.045416, 0.045469, 0.0454521, 7e-06, 9e-06, 8.5e-06
0.401657, 0.401709, 0.40168, 0.045589, 0.045633, 0.0456136, 6e-06, 8e-06, 6.75e-06
0.39862, 0.398679, 0.398651, 0.045528, 0.045571, 0.045553, 7e-06, 7e-06, 7e-06
0.396041, 0.397051, 0.396192, 0.044638, 0.045633, 0.0454918, 6e-06, 7e-06, 6.75e-06
0.402614, 0.402683, 0.402646, 0.045309, 0.045364, 0.045341, 6e-06, 7e-06, 6.875e-06
0.392293, 0.392397, 0.392336, 0.045685, 0.045773, 0.0457375, 6e-06, 8e-06, 7e-06
0.398795, 0.399732, 0.398935, 0.044926, 0.04585, 0.0457209, 6e-06, 8e-06, 6.875e-06
0.395702, 0.395775, 0.395737, 0.045263, 0.045319, 0.0452966, 6e-06, 7e-06, 6.875e-06
0.400067, 0.400153, 0.400101, 0.045478, 0.045549, 0.045524, 6e-06, 7e-06, 6.5e-06
0.398608, 0.398663, 0.398632, 0.045269, 0.045314, 0.0452949, 213.213, 213.233, 213.215
0.438645, 0.440299, 0.438879, 0.047555, 0.04923, 0.0489916, 6e-06, 7e-06, 6.875e-06
0.382048, 0.382097, 0.382071, 0.045753, 0.045788, 0.0457743, 6e-06, 7e-06, 6.875e-06
0.381817, 0.381877, 0.381851, 0.045905, 0.045939, 0.0459232, 6e-06, 7e-06, 6.75e-06
0.381042, 0.381108, 0.381073, 0.045774, 0.045823, 0.0458046, 6e-06, 8e-06, 7.5e-06
0.381834, 0.381898, 0.381863, 0.045941, 0.045988, 0.0459704, 6e-06, 7e-06, 6.625e-06
0.381545, 0.381603, 0.381576, 0.045941, 0.045976, 0.045964, 6e-06, 7e-06, 6.875e-06
0.381272, 0.38134, 0.381302, 0.045828, 0.045884, 0.0458611, 7e-06, 9e-06, 7.375e-06
0.387859, 0.387921, 0.38789, 0.045985, 0.046049, 0.0460232, 6e-06, 8e-06, 7e-06
0.382596, 0.382664, 0.382629, 0.045531, 0.045583, 0.045561, 6e-06, 8e-06, 6.75e-06
0.381398, 0.381445, 0.381419, 0.04558, 0.04562, 0.0455987, 7e-06, 8e-06, 7.25e-06
0.382216, 0.382309, 0.382255, 0.045679, 0.045757, 0.0457276, 7e-06, 8e-06, 7.125e-06
0.381452, 0.381513, 0.381482, 0.045833, 0.045893, 0.0458727, 6e-06, 8e-06, 7.125e-06
0.381546, 0.381608, 0.381574, 0.046093, 0.046144, 0.0461225, 7e-06, 8e-06, 7.125e-06
0.381912, 0.381966, 0.381937, 0.045725, 0.04576, 0.045748, 6e-06, 8e-06, 7e-06
0.381085, 0.381135, 0.381108, 0.04566, 0.045698, 0.0456816, 5e-06, 7e-06, 6.75e-06
0.381716, 0.381751, 0.381729, 0.045443, 0.045474, 0.0454604, 6e-06, 7e-06, 6.875e-06
0.382075, 0.382127, 0.382096, 0.04564, 0.045683, 0.045665, 6e-06, 7e-06, 6.75e-06
0.381966, 0.381995, 0.381977, 0.045743, 0.045772, 0.0457596, 6e-06, 8e-06, 7e-06
0.381755, 0.381819, 0.381788, 0.045632, 0.045689, 0.0456707, 7e-06, 8e-06, 7.125e-06
0.381639, 0.381719, 0.381668, 0.045816, 0.045883, 0.0458607, 7e-06, 8e-06, 7.375e-06
0.382059, 0.382109, 0.382083, 0.045807, 0.04584, 0.0458291, 7e-06, 8e-06, 7.625e-06
0.381881, 0.381927, 0.3819, 0.045605, 0.045649, 0.0456286, 7e-06, 8e-06, 7.125e-06
0.382307, 0.382375, 0.382344, 0.04553, 0.045567, 0.0455546, 7e-06, 7e-06, 7e-06
0.381955, 0.382004, 0.381974, 0.045968, 0.046006, 0.0459914, 6e-06, 8e-06, 7.125e-06
0.382247, 0.382317, 0.38228, 0.045509, 0.045562, 0.0455399, 7e-06, 7e-06, 7e-06
0.381483, 0.381557, 0.38152, 0.045773, 0.045829, 0.045806, 7e-06, 8e-06, 7.25e-06
0.381609, 0.381652, 0.381626, 0.045886, 0.045927, 0.0459074, 7e-06, 8e-06, 7.375e-06
0.382324, 0.382408, 0.382357, 0.045659, 0.045726, 0.0457042, 6e-06, 9e-06, 7.125e-06
0.382206, 0.382273, 0.382238, 0.045626, 0.045672, 0.0456554, 6e-06, 8e-06, 7.375e-06
0.38188, 0.381933, 0.381903, 0.0458, 0.045842, 0.0458237, 7e-06, 8e-06, 7.125e-06
0.382182, 0.382236, 0.382208, 0.045558, 0.045589, 0.0455794, 7e-06, 8e-06, 7.25e-06
0.382916, 0.382982, 0.382945, 0.045656, 0.045718, 0.0456882, 6e-06, 8e-06, 6.875e-06
0.381733, 0.381797, 0.381764, 0.045675, 0.045738, 0.0457147, 7e-06, 7e-06, 7e-06
0.381638, 0.381723, 0.381667, 0.045631, 0.045713, 0.0456836, 5e-06, 8e-06, 7e-06
0.383573, 0.383638, 0.383604, 0.045942, 0.046006, 0.0459846, 7e-06, 8e-06, 7.125e-06
0.381912, 0.381991, 0.381945, 0.045665, 0.045729, 0.0457066, 7e-06, 8e-06, 7.25e-06
0.382478, 0.382529, 0.382503, 0.045825, 0.045862, 0.0458454, 6e-06, 8e-06, 7.375e-06
0.382089, 0.382149, 0.382116, 0.045901, 0.04596, 0.0459409, 7e-06, 8e-06, 7.125e-06
0.381947, 0.382004, 0.381974, 0.045924, 0.045965, 0.0459484, 6e-06, 8e-06, 7e-06
0.382202, 0.38227, 0.382236, 0.045724, 0.045788, 0.045764, 7e-06, 8e-06, 7.625e-06
0.381935, 0.382019, 0.381969, 0.045449, 0.045518, 0.045494, 7e-06, 8e-06, 7.875e-06
0.382488, 0.382548, 0.382515, 0.045989, 0.046041, 0.0460179, 6e-06, 7e-06, 6.5e-06
0.382149, 0.382205, 0.382178, 0.045674, 0.045724, 0.0457101, 6e-06, 8e-06, 6.875e-06
0.382482, 0.382539, 0.382508, 0.045779, 0.045826, 0.0458055, 7e-06, 7e-06, 7e-06
0.382151, 0.382203, 0.382175, 0.04607, 0.046118, 0.0460931, 7e-06, 8e-06, 7.75e-06
0.382234, 0.382296, 0.382261, 0.04566, 0.045725, 0.045703, 6e-06, 8e-06, 6.875e-06
0.382482, 0.38254, 0.382509, 0.046093, 0.04614, 0.0461191, 6e-06, 7e-06, 6.875e-06
0.381607, 0.38168, 0.381642, 0.045888, 0.045948, 0.0459231, 6e-06, 8e-06, 7e-06
0.382539, 0.382618, 0.382572, 0.045602, 0.04566, 0.0456435, 6e-06, 7e-06, 6.5e-06
0.382374, 0.382405, 0.382386, 0.045891, 0.045919, 0.0459064, 7e-06, 8e-06, 7.125e-06
0.382015, 0.38206, 0.382037, 0.045906, 0.045948, 0.0459249, 8e-06, 9e-06, 8.5e-06
0.384622, 0.384689, 0.384655, 0.045766, 0.045817, 0.0457954, 6e-06, 7e-06, 6.375e-06
0.38174, 0.381805, 0.381769, 0.045813, 0.045865, 0.0458449, 7e-06, 8e-06, 7.25e-06
0.38185, 0.381908, 0.381878, 0.045876, 0.045915, 0.0459007, 6e-06, 8e-06, 7e-06
0.38264, 0.382691, 0.382664, 0.04636, 0.046393, 0.046381, 6e-06, 7e-06, 6.625e-06
0.381744, 0.381808, 0.381776, 0.046063, 0.04611, 0.0460901, 6e-06, 7e-06, 6.875e-06
0.382194, 0.382244, 0.382219, 0.045889, 0.045928, 0.045909, 7e-06, 8e-06, 7.25e-06
0.382215, 0.382283, 0.382247, 0.045753, 0.045805, 0.0457822, 6e-06, 7e-06, 6.875e-06
0.381663, 0.381714, 0.381686, 0.045919, 0.045959, 0.0459408, 6e-06, 8e-06, 7.375e-06
0.382277, 0.38234, 0.382309, 0.045601, 0.045665, 0.045643, 6e-06, 8e-06, 7.375e-06
0.382325, 0.382383, 0.382353, 0.045755, 0.045808, 0.0457934, 7e-06, 9e-06, 7.75e-06
0.382409, 0.382467, 0.382438, 0.045754, 0.045794, 0.0457784, 6e-06, 8e-06, 6.75e-06
0.383249, 0.383312, 0.383276, 0.04551, 0.04558, 0.0455541, 6e-06, 8e-06, 7e-06
0.38214, 0.382194, 0.382168, 0.045584, 0.045618, 0.0456061, 6e-06, 8e-06, 6.625e-06
0.382277, 0.382334, 0.382304, 0.045626, 0.04567, 0.0456528, 6e-06, 8e-06, 7.375e-06
0.382099, 0.382181, 0.382134, 0.045565, 0.045629, 0.0456068, 7e-06, 8e-06, 7.375e-06
0.382551, 0.382639, 0.382587, 0.045538, 0.04561, 0.0455854, 6e-06, 8e-06, 6.875e-06
0.381692, 0.381759, 0.381724, 0.045585, 0.045645, 0.045626, 7e-06, 7e-06, 7e-06
0.382077, 0.382121, 0.382096, 0.045676, 0.045718, 0.0456964, 6e-06, 8e-06, 7.125e-06
0.393266, 0.393328, 0.393295, 0.045779, 0.045827, 0.0458061, 7e-06, 1.1e-05, 8.125e-06
0.382437, 0.382488, 0.382459, 0.045634, 0.045677, 0.0456588, 7e-06, 8e-06, 7.625e-06
0.382171, 0.382228, 0.382201, 0.045534, 0.045568, 0.0455554, 6e-06, 9e-06, 7.125e-06
0.382009, 0.382059, 0.382032, 0.04579, 0.045831, 0.0458111, 7e-06, 7e-06, 7e-06
0.382298, 0.382353, 0.382323, 0.047728, 0.047771, 0.0477535, 6e-06, 8e-06, 6.625e-06
0.385735, 0.385795, 0.385761, 0.045634, 0.04569, 0.0456627, 6e-06, 8e-06, 7.25e-06
0.382727, 0.382765, 0.382745, 0.045701, 0.045737, 0.0457175, 6e-06, 7e-06, 6.5e-06
0.383055, 0.383099, 0.383072, 0.045576, 0.045616, 0.045598, 7e-06, 7e-06, 7e-06
0.382201, 0.382265, 0.382231, 0.045613, 0.045676, 0.0456549, 6e-06, 7e-06, 6.875e-06
0.382253, 0.382307, 0.382275, 0.045634, 0.045679, 0.0456605, 6e-06, 7e-06, 6.625e-06
0.382214, 0.382273, 0.382245, 0.045663, 0.0457, 0.0456856, 7e-06, 9e-06, 8e-06
0.383052, 0.383119, 0.383085, 0.045646, 0.045699, 0.0456761, 6e-06, 9e-06, 8e-06
0.382932, 0.382978, 0.382953, 0.045597, 0.045635, 0.0456182, 6e-06, 8e-06, 7e-06
