Sim time (min), Sim time (max), Sim time (ave), Cnv time (min), Cnv time (max), Cnv time (ave), Vis time (min), Vis time (max), Vis time (ave)
0.372647, 0.372693, 0.372671, 0.061297, 0.061324, 0.0613123, 7e-06, 8e-06, 7.125e-06
0.373, 0.373045, 0.373021, 0.061412, 0.061451, 0.0614318, 7e-06, 9e-06, 7.875e-06
0.371887, 0.371954, 0.37192, 0.061423, 0.061474, 0.0614519, 7e-06, 9e-06, 7.75e-06
0.371847, 0.371905, 0.371878, 0.06141, 0.06146, 0.0614459, 7e-06, 8e-06, 7.125e-06
0.371978, 0.372029, 0.372005, 0.061339, 0.061367, 0.0613566, 6e-06, 8e-06, 7e-06
0.371734, 0.371822, 0.37177, 0.06158, 0.06165, 0.0616263, 6e-06, 8e-06, 7e-06
0.373237, 0.373325, 0.373275, 0.061384, 0.061447, 0.0614291, 7e-06, 8e-06, 7.125e-06
0.381849, 0.381888, 0.381867, 0.062266, 0.062302, 0.0622825, 7e-06, 9e-06, 7.375e-06
0.376065, 0.376116, 0.376089, 0.061492, 0.061532, 0.0615149, 6e-06, 8e-06, 7.25e-06
0.372574, 0.372643, 0.372607, 0.061424, 0.061475, 0.0614539, 6e-06, 7e-06, 6.75e-06
0.372909, 0.37297, 0.372939, 0.061391, 0.061452, 0.06143, 6e-06, 8e-06, 7.5e-06
0.384196, 0.384245, 0.384216, 0.062895, 0.062936, 0.0629177, 7e-06, 9e-06, 8e-06
0.372287, 0.372345, 0.372317, 0.061311, 0.061361, 0.0613466, 7e-06, 9e-06, 7.625e-06
0.388625, 0.388703, 0.388664, 0.068156, 0.068219, 0.0681892, 6e-06, 1e-05, 7.75e-06
0.37292, 0.372986, 0.372951, 0.061476, 0.061542, 0.0615191, 7e-06, 8e-06, 7.25e-06
0.372886, 0.372943, 0.372917, 0.061226, 0.061259, 0.0612452, 6e-06, 8e-06, 7.125e-06
0.37255, 0.372631, 0.372583, 0.061288, 0.061356, 0.0613325, 6e-06, 8e-06, 7.25e-06
0.372843, 0.372903, 0.372869, 0.061391, 0.061456, 0.0614343, 7e-06, 8e-06, 7.125e-06
0.371572, 0.371616, 0.371594, 0.061596, 0.061621, 0.0616131, 6e-06, 7e-06, 6.875e-06
0.371349, 0.371434, 0.371385, 0.061406, 0.061468, 0.0614484, 6e-06, 9e-06, 7.375e-06
0.371111, 0.371178, 0.371142, 0.061438, 0.061504, 0.061482, 6e-06, 8e-06, 7.25e-06
0.372883, 0.372943, 0.372916, 0.061439, 0.061487, 0.0614741, 7e-06, 9e-06, 8.25e-06
0.372522, 0.372603, 0.372558, 0.06099, 0.061049, 0.0610291, 7e-06, 8e-06, 7.625e-06
0.371851, 0.371903, 0.371877, 0.061413, 0.061451, 0.0614349, 7e-06, 8e-06, 7.125e-06
0.371963, 0.372009, 0.371985, 0.06137, 0.061398, 0.0613867, 7e-06, 8e-06, 7.125e-06
0.372963, 0.373019, 0.372993, 0.06146, 0.061493, 0.0614806, 6e-06, 7e-06, 6.875e-06
0.372198, 0.372252, 0.372224, 0.061216, 0.061258, 0.0612386, 6e-06, 8e-06, 7.125e-06
0.371819, 0.371863, 0.371841, 0.061561, 0.061587, 0.0615771, 6e-06, 8e-06, 7.125e-06
0.371342, 0.371374, 0.371356, 0.061829, 0.061857, 0.0618421, 7e-06, 8e-06, 7.375e-06
0.370919, 0.370951, 0.370932, 0.061443, 0.061473, 0.0614577, 6e-06, 7e-06, 6.875e-06
0.372383, 0.372442, 0.372413, 0.061453, 0.061489, 0.0614766, 7e-06, 8e-06, 7.125e-06
0.372877, 0.372919, 0.3729, 0.061379, 0.061398, 0.0613914, 7e-06, 9e-06, 8.125e-06
0.372426, 0.372483, 0.372455, 0.061289, 0.061326, 0.0613114, 7e-06, 8e-06, 7.875e-06
0.372335, 0.372397, 0.372368, 0.061258, 0.061294, 0.0612828, 7e-06, 8e-06, 7.375e-06
0.370541, 0.370617, 0.37059, 0.061355, 0.061386, 0.0613754, 7e-06, 7e-06, 7e-06
0.370794, 0.370852, 0.370823, 0.061253, 0.061294, 0.0612766, 6e-06, 7e-06, 6.875e-06
0.370479, 0.370538, 0.370511, 0.061235, 0.06127, 0.061257, 6e-06, 7e-06, 6.5e-06
0.371985, 0.372043, 0.372014, 0.06122, 0.061274, 0.0612571, 7e-06, 8e-06, 7.25e-06
0.371919, 0.371974, 0.371946, 0.061191, 0.061233, 0.0612129, 6e-06, 7e-06, 6.875e-06
0.372507, 0.372564, 0.372536, 0.061304, 0.061343, 0.0613289, 6e-06, 7e-06, 6.875e-06
0.371948, 0.372003, 0.371977, 0.061181, 0.061213, 0.0612029, 7e-06, 8e-06, 7.375e-06
0.372304, 0.372347, 0.372325, 0.061185, 0.061222, 0.0612019, 7e-06, 9e-06, 7.625e-06
0.372126, 0.372177, 0.372152, 0.061508, 0.061539, 0.0615275, 7e-06, 8e-06, 7.875e-06
0.383852, 0.383937, 0.383891, 0.065555, 0.065617, 0.0655949, 6e-06, 9e-06, 7.125e-06
0.37018, 0.37024, 0.370211, 0.061115, 0.061173, 0.0611518, 6e-06, 8e-06, 7e-06
0.371748, 0.37181, 0.37178, 0.06135, 0.061401, 0.0613857, 6e-06, 8e-06, 6.875e-06
0.371596, 0.371677, 0.371634, 0.061291, 0.061343, 0.0613235, 6e-06, 8e-06, 6.875e-06
0.372109, 0.372175, 0.372141, 0.061415, 0.06148, 0.0614566, 7e-06, 8e-06, 7.125e-06
0.37144, 0.371492, 0.371467, 0.061424, 0.061456, 0.0614446, 7e-06, 8e-06, 7.25e-06
0.372388, 0.372453, 0.372421, 0.061645, 0.061708, 0.0616852, 7e-06, 8e-06, 7.25e-06
0.369752, 0.36981, 0.36978, 0.061679, 0.061722, 0.0617036, 6e-06, 8e-06, 7.375e-06
0.370738, 0.370822, 0.370776, 0.062507, 0.06257, 0.0625482, 7e-06, 9e-06, 8e-06
0.372287, 0.372345, 0.372315, 0.061414, 0.061455, 0.0614384, 8e-06, 9e-06, 8.125e-06
0.37315, 0.373209, 0.37318, 0.061176, 0.061233, 0.0612139, 7e-06, 1e-05, 8e-06
0.371154, 0.37121, 0.371182, 0.06146, 0.061499, 0.0614819, 7e-06, 8e-06, 7.125e-06
0.371568, 0.371619, 0.371592, 0.06121, 0.061246, 0.0612315, 7e-06, 8e-06, 7.25e-06
0.371588, 0.372614, 0.371743, 0.060654, 0.061672, 0.0615169, 6e-06, 7e-06, 6.75e-06
0.376088, 0.376137, 0.376112, 0.061463, 0.0615, 0.0614821, 6e-06, 8e-06, 7e-06
0.37104, 0.371084, 0.371062, 0.061502, 0.061536, 0.0615189, 7e-06, 8e-06, 7.375e-06
0.37049, 0.370533, 0.37051, 0.061456, 0.061495, 0.0614735, 7e-06, 7e-06, 7e-06
0.371003, 0.371051, 0.371024, 0.061231, 0.061275, 0.061253, 7e-06, 8e-06, 7.125e-06
0.371614, 0.371659, 0.371635, 0.061464, 0.061506, 0.0614823, 7e-06, 9e-06, 7.625e-06
0.380688, 0.380748, 0.380719, 0.061824, 0.061861, 0.061847, 8e-06, 1e-05, 8.875e-06
0.381176, 0.381226, 0.381196, 0.061287, 0.061333, 0.0613115, 7e-06, 8e-06, 7.375e-06
0.370813, 0.370877, 0.370844, 0.061303, 0.061366, 0.061344, 7e-06, 8e-06, 7.25e-06
0.378872, 0.378903, 0.378883, 0.061428, 0.061457, 0.0614437, 7e-06, 7e-06, 7e-06
0.38379, 0.383837, 0.38381, 0.061274, 0.061311, 0.0612951, 7e-06, 8e-06, 7.25e-06
0.376985, 0.377032, 0.377006, 0.061075, 0.061116, 0.0610955, 6e-06, 8e-06, 7.125e-06
0.378821, 0.378879, 0.378849, 0.061367, 0.061425, 0.0614049, 7e-06, 8e-06, 7.25e-06
0.379751, 0.379811, 0.379782, 0.061428, 0.061469, 0.0614529, 7e-06, 8e-06, 7.625e-06
0.387222, 0.387267, 0.387243, 0.061761, 0.061797, 0.06178, 7e-06, 1e-05, 7.75e-06
0.378027, 0.378083, 0.378054, 0.061375, 0.061417, 0.0613984, 7e-06, 8e-06, 7.75e-06
0.38267, 0.382726, 0.382698, 0.061387, 0.061424, 0.0614096, 7e-06, 1e-05, 8.5e-06
0.389942, 0.389996, 0.389967, 0.061198, 0.061238, 0.0612211, 6e-06, 8e-06, 7.375e-06
0.38458, 0.384632, 0.384604, 0.061492, 0.061541, 0.0615146, 6e-06, 8e-06, 7.125e-06
0.383777, 0.383831, 0.383803, 0.061708, 0.061749, 0.061732, 6e-06, 8e-06, 7e-06
0.394598, 0.394648, 0.394622, 0.061785, 0.061828, 0.061806, 7e-06, 1e-05, 7.75e-06
0.389698, 0.389749, 0.38972, 0.061736, 0.061774, 0.0617576, 7e-06, 8e-06, 7.25e-06
0.38328, 0.383364, 0.383313, 0.061286, 0.061352, 0.06133, 7e-06, 8e-06, 7.25e-06
0.38403, 0.384083, 0.384055, 0.061217, 0.061256, 0.0612409, 6e-06, 8e-06, 7e-06
0.387906, 0.387947, 0.387925, 0.061539, 0.061579, 0.0615574, 6e-06, 8e-06, 7.375e-06
0.384724, 0.384784, 0.384751, 0.062774, 0.062836, 0.0628156, 7e-06, 8e-06, 7.5e-06
0.384603, 0.384648, 0.384623, 0.06124, 0.061282, 0.0612593, 7e-06, 9e-06, 7.875e-06
0.387082, 0.38713, 0.387108, 0.061496, 0.061528, 0.061513, 6e-06, 8e-06, 7e-06
0.378254, 0.378337, 0.378289, 0.061405, 0.06147, 0.0614466, 7e-06, 8e-06, 7.625e-06
0.392989, 0.393034, 0.393009, 0.061653, 0.061684, 0.0616716, 7e-06, 8e-06, 7.625e-06
0.379813, 0.379862, 0.379836, 0.061513, 0.061554, 0.0615325, 7e-06, 7e-06, 7e-06
0.39151, 0.391575, 0.391548, 0.061521, 0.061557, 0.0615399, 7e-06, 8e-06, 7.25e-06
0.377239, 0.377285, 0.377258, 0.061323, 0.06136, 0.0613423, 7e-06, 8e-06, 7.25e-06
0.391517, 0.391578, 0.391556, 0.061375, 0.061402, 0.0613919, 6e-06, 8e-06, 7.125e-06
0.38872, 0.388768, 0.388743, 0.061305, 0.06134, 0.0613244, 6e-06, 7e-06, 6.875e-06
0.382938, 0.382973, 0.382951, 0.061313, 0.061345, 0.0613293, 7e-06, 8e-06, 7.75e-06
0.385165, 0.385247, 0.385199, 0.061425, 0.06149, 0.0614673, 7e-06, 9e-06, 8.125e-06
0.386312, 0.386373, 0.386339, 0.061329, 0.061391, 0.0613704, 6e-06, 8e-06, 7.25e-06
0.391723, 0.391805, 0.391758, 0.061067, 0.061127, 0.061107, 7e-06, 8e-06, 7.375e-06
0.386311, 0.38637, 0.386341, 0.061221, 0.061273, 0.0612566, 7e-06, 7e-06, 7e-06
0.39193, 0.391966, 0.391945, 0.06172, 0.061748, 0.0617362, 7e-06, 8e-06, 7.125e-06
0.38502, 0.385077, 0.38505, 0.061405, 0.061443, 0.0614264, 7e-06, 7e-06, 7e-06
0.385235, 0.385304, 0.385268, 0.061348, 0.061401, 0.0613787, 7e-06, 8e-06, 7.625e-06
0.39481, 0.39487, 0.39484, 0.061728, 0.061788, 0.061767, 7e-06, 8e-06, 7.125e-06
0.385544, 0.385625, 0.385577, 0.061065, 0.061129, 0.061108, 7e-06, 7e-06, 7e-06
0.392426, 0.392471, 0.392443, 0.061716, 0.061755, 0.0617374, 6e-06, 9e-06, 7.5e-06
0.398705, 0.398748, 0.398722, 0.061255, 0.061289, 0.061275, 8e-06, 1.1e-05, 8.75e-06
0.393105, 0.393188, 0.393141, 0.061216, 0.061278, 0.0612561, 6e-06, 8e-06, 7e-06
0.392899, 0.392982, 0.392932, 0.061091, 0.061154, 0.0611327, 7e-06, 8e-06, 7.375e-06
0.390537, 0.3906, 0.390567, 0.061137, 0.061198, 0.0611776, 7e-06, 9e-06, 7.375e-06
0.382268, 0.382329, 0.382297, 0.061382, 0.061437, 0.0614196, 6e-06, 7e-06, 6.75e-06
0.39846, 0.399458, 0.398603, 0.060879, 0.06187, 0.0617305, 7e-06, 8e-06, 7.75e-06
0.399693, 0.399775, 0.399731, 0.061505, 0.061569, 0.0615445, 8e-06, 8e-06, 8e-06
0.391743, 0.391789, 0.391762, 0.061246, 0.061282, 0.0612666, 6e-06, 8e-06, 7.375e-06
2.52829, 2.71573, 2.60747, 0.059239, 0.246673, 0.167494, 7e-06, 8e-06, 7.375e-06
0.399519, 0.399595, 0.399562, 0.06153, 0.061592, 0.0615705, 248.871, 248.892, 248.874
0.427837, 0.427878, 0.427851, 0.065587, 0.065622, 0.0656086, 7e-06, 8e-06, 7.5e-06
0.376848, 0.376888, 0.376867, 0.062274, 0.062313, 0.0622907, 7e-06, 8e-06, 7.375e-06
0.377159, 0.377205, 0.37718, 0.062408, 0.062442, 0.0624274, 7e-06, 9e-06, 7.75e-06
0.378339, 0.378384, 0.378359, 0.062346, 0.062383, 0.0623663, 7e-06, 8e-06, 7.625e-06
0.378867, 0.378908, 0.378887, 0.062322, 0.062351, 0.0623385, 7e-06, 8e-06, 7.75e-06
0.378002, 0.378043, 0.378022, 0.062186, 0.062223, 0.0622015, 6e-06, 8e-06, 6.875e-06
0.37809, 0.378121, 0.378104, 0.06225, 0.062285, 0.0622687, 7e-06, 8e-06, 7.375e-06
0.378396, 0.378433, 0.378414, 0.062241, 0.062274, 0.0622545, 6e-06, 8e-06, 7e-06
0.378348, 0.37839, 0.378367, 0.062263, 0.062303, 0.0622815, 6e-06, 8e-06, 7.125e-06
0.377267, 0.377322, 0.377291, 0.061874, 0.061934, 0.0619125, 8e-06, 8e-06, 8e-06
0.376169, 0.376209, 0.376187, 0.062139, 0.062176, 0.0621569, 7e-06, 1e-05, 8.5e-06
0.389245, 0.389312, 0.389273, 0.06256, 0.062616, 0.0625904, 7e-06, 1e-05, 7.875e-06
0.378202, 0.37824, 0.378217, 0.062107, 0.062138, 0.0621234, 7e-06, 1e-05, 7.625e-06
0.378663, 0.378742, 0.378694, 0.062083, 0.06215, 0.0621216, 7e-06, 1e-05, 7.75e-06
0.378261, 0.378305, 0.378281, 0.062317, 0.062353, 0.0623354, 7e-06, 1e-05, 7.875e-06
0.392671, 0.392756, 0.392707, 0.070212, 0.070282, 0.0702566, 6e-06, 1e-05, 8.125e-06
0.379382, 0.379428, 0.379402, 0.062233, 0.062271, 0.0622545, 7e-06, 1.1e-05, 7.875e-06
0.389834, 0.389877, 0.389851, 0.064152, 0.064184, 0.0641713, 8e-06, 1.1e-05, 8.5e-06
0.378333, 0.37838, 0.378355, 0.062164, 0.062196, 0.0621837, 7e-06, 1e-05, 7.5e-06
0.378166, 0.378206, 0.378182, 0.062333, 0.062369, 0.0623509, 8e-06, 1e-05, 8.5e-06
0.378089, 0.378136, 0.378108, 0.062501, 0.062537, 0.062523, 7e-06, 9e-06, 7.875e-06
0.37785, 0.377903, 0.377874, 0.062388, 0.062424, 0.0624109, 7e-06, 9e-06, 8e-06
0.3779, 0.377932, 0.377913, 0.06233, 0.062357, 0.0623441, 7e-06, 1e-05, 8e-06
0.377633, 0.377684, 0.377659, 0.062584, 0.062632, 0.0626042, 7e-06, 1e-05, 7.75e-06
0.377455, 0.377494, 0.377472, 0.062342, 0.062376, 0.0623591, 7e-06, 1e-05, 8.375e-06
0.376107, 0.376147, 0.376123, 0.062342, 0.062378, 0.062361, 7e-06, 1e-05, 7.875e-06
0.378101, 0.378139, 0.378117, 0.062221, 0.062255, 0.0622388, 7e-06, 1.1e-05, 8e-06
0.37745, 0.377505, 0.377475, 0.0619, 0.061939, 0.0619242, 7e-06, 9e-06, 7.875e-06
0.377275, 0.377321, 0.377296, 0.062209, 0.062246, 0.062231, 7e-06, 1e-05, 7.875e-06
0.377588, 0.377635, 0.377606, 0.062228, 0.062269, 0.0622518, 8e-06, 1e-05, 9e-06
0.378491, 0.37854, 0.378516, 0.062344, 0.062375, 0.0623635, 7e-06, 1e-05, 8.125e-06
0.378557, 0.378613, 0.378582, 0.062348, 0.062407, 0.0623862, 7e-06, 1e-05, 7.75e-06
0.378056, 0.378134, 0.378088, 0.062229, 0.062296, 0.0622694, 8e-06, 1.1e-05, 8.75e-06
0.377128, 0.377185, 0.377158, 0.062334, 0.062369, 0.0623567, 7e-06, 1e-05, 8.125e-06
0.378463, 0.378506, 0.378478, 0.06237, 0.06241, 0.0623931, 8e-06, 9e-06, 8.25e-06
0.377926, 0.377982, 0.377955, 0.062266, 0.062299, 0.0622872, 7e-06, 1e-05, 8e-06
0.37861, 0.378681, 0.378652, 0.062018, 0.062052, 0.0620399, 7e-06, 1e-05, 8.125e-06
0.378205, 0.378255, 0.378227, 0.062212, 0.06225, 0.0622349, 7e-06, 9e-06, 7.625e-06
0.378264, 0.378305, 0.378282, 0.06234, 0.062379, 0.0623577, 7e-06, 9e-06, 7.875e-06
0.378312, 0.378372, 0.378344, 0.062608, 0.062656, 0.0626436, 8e-06, 1.1e-05, 9e-06
0.378504, 0.378554, 0.378526, 0.062399, 0.062438, 0.0624208, 7e-06, 1e-05, 7.75e-06
0.377547, 0.377608, 0.377579, 0.062007, 0.062059, 0.0620437, 7e-06, 1e-05, 8.125e-06
0.381429, 0.381478, 0.381452, 0.062134, 0.062176, 0.0621548, 7e-06, 1e-05, 7.625e-06
0.37762, 0.377665, 0.377639, 0.062231, 0.06227, 0.0622513, 7e-06, 8e-06, 7.375e-06
0.378142, 0.378191, 0.378166, 0.062184, 0.062212, 0.0622021, 8e-06, 9e-06, 8.125e-06
0.377638, 0.377691, 0.377666, 0.062254, 0.062287, 0.0622741, 6e-06, 8e-06, 7.125e-06
0.377864, 0.377915, 0.377888, 0.06212, 0.062161, 0.062143, 7e-06, 9e-06, 7.625e-06
0.390313, 0.390363, 0.390332, 0.066515, 0.066553, 0.0665378, 7e-06, 1e-05, 8.375e-06
0.377878, 0.377939, 0.37791, 0.062367, 0.062422, 0.0624044, 7e-06, 8e-06, 7.25e-06
0.378152, 0.378225, 0.378192, 0.062104, 0.062144, 0.0621281, 7e-06, 8e-06, 7.75e-06
0.377694, 0.377752, 0.377725, 0.062135, 0.062167, 0.062156, 7e-06, 8e-06, 7.375e-06
0.37715, 0.377209, 0.37718, 0.062425, 0.062476, 0.062462, 7e-06, 9e-06, 7.625e-06
0.377743, 0.377779, 0.377757, 0.062146, 0.062178, 0.0621624, 6e-06, 1e-05, 7.375e-06
0.376948, 0.37699, 0.376966, 0.062142, 0.062173, 0.0621603, 7e-06, 8e-06, 7.625e-06
0.378851, 0.378907, 0.378879, 0.062343, 0.062378, 0.0623655, 7e-06, 9e-06, 7.625e-06
0.377061, 0.377112, 0.377083, 0.062441, 0.062481, 0.0624636, 7e-06, 1e-05, 7.375e-06
0.377695, 0.377728, 0.377709, 0.06204, 0.062068, 0.062054, 7e-06, 9e-06, 7.75e-06
0.376754, 0.376802, 0.376777, 0.062019, 0.062051, 0.0620385, 7e-06, 1e-05, 7.75e-06
0.377669, 0.377711, 0.377687, 0.062146, 0.062181, 0.0621631, 7e-06, 1e-05, 7.625e-06
0.377342, 0.377383, 0.377361, 0.062113, 0.062138, 0.0621292, 7e-06, 9e-06, 8.125e-06
0.378118, 0.37817, 0.378143, 0.062193, 0.062231, 0.0622147, 7e-06, 8e-06, 7.375e-06
0.377589, 0.377635, 0.377611, 0.062133, 0.06217, 0.0621526, 7e-06, 8e-06, 7.125e-06
0.377595, 0.377669, 0.377639, 0.062033, 0.062071, 0.0620557, 7e-06, 8e-06, 7.25e-06
0.377164, 0.377223, 0.377193, 0.062276, 0.062313, 0.0623009, 7e-06, 7e-06, 7e-06
0.377105, 0.377153, 0.377123, 0.062251, 0.062296, 0.0622748, 6e-06, 8e-06, 7.125e-06
0.376712, 0.376759, 0.376733, 0.062291, 0.062326, 0.0623116, 6e-06, 7e-06, 6.875e-06
0.376624, 0.37667, 0.376645, 0.062229, 0.062259, 0.0622491, 6e-06, 8e-06, 7.5e-06
0.377027, 0.377079, 0.37705, 0.062141, 0.062179, 0.0621651, 7e-06, 8e-06, 7.5e-06
0.376915, 0.376963, 0.376933, 0.062277, 0.062319, 0.0623015, 6e-06, 8e-06, 7e-06
0.376648, 0.376708, 0.376678, 0.062342, 0.062379, 0.0623661, 8e-06, 9e-06, 8.625e-06
0.37689, 0.376938, 0.376913, 0.062258, 0.062292, 0.0622796, 8e-06, 8e-06, 8e-06
0.37659, 0.376636, 0.376612, 0.062393, 0.062429, 0.062412, 7e-06, 8e-06, 7.25e-06
0.38646, 0.38651, 0.386483, 0.062971, 0.063006, 0.062992, 6e-06, 9e-06, 7.375e-06
0.377353, 0.377393, 0.377376, 0.062278, 0.062294, 0.0622893, 6e-06, 8e-06, 6.75e-06
0.376612, 0.376678, 0.376645, 0.062209, 0.062256, 0.0622364, 6e-06, 8e-06, 7.125e-06
0.376431, 0.376497, 0.376463, 0.06227, 0.06232, 0.0622991, 7e-06, 8e-06, 7.25e-06
0.376525, 0.376571, 0.376547, 0.062027, 0.06206, 0.062046, 7e-06, 9e-06, 7.75e-06
0.386411, 0.386447, 0.386429, 0.063017, 0.063048, 0.0630311, 7e-06, 8e-06, 7.25e-06
0.377132, 0.377181, 0.377156, 0.062413, 0.062443, 0.0624334, 6e-06, 8e-06, 7e-06
0.377968, 0.378013, 0.377987, 0.062241, 0.062277, 0.0622623, 7e-06, 9e-06, 7.875e-06
0.378014, 0.378056, 0.378035, 0.06219, 0.062217, 0.0622061, 7e-06, 8e-06, 7.875e-06
0.37737, 0.377415, 0.377392, 0.062194, 0.062236, 0.0622116, 6e-06, 8e-06, 7.125e-06
0.377855, 0.37792, 0.377886, 0.062108, 0.062156, 0.0621372, 6e-06, 7e-06, 6.75e-06
0.378615, 0.378662, 0.378636, 0.062673, 0.062707, 0.0626938, 6e-06, 8e-06, 7.375e-06
0.37724, 0.377285, 0.377262, 0.062034, 0.062062, 0.0620516, 6e-06, 8e-06, 7.125e-06
0.379091, 0.37914, 0.379113, 0.062225, 0.062269, 0.0622454, 7e-06, 8e-06, 7.125e-06
0.377148, 0.37719, 0.377166, 0.062178, 0.062218, 0.0621973, 7e-06, 8e-06, 7.125e-06
0.376788, 0.376844, 0.376816, 0.062155, 0.062208, 0.062191, 7e-06, 7e-06, 7e-06
0.377318, 0.377373, 0.377343, 0.062093, 0.062146, 0.0621181, 6e-06, 8e-06, 6.875e-06
0.376886, 0.376974, 0.376925, 0.061994, 0.062061, 0.0620379, 6e-06, 9e-06, 7.25e-06
0.377042, 0.377131, 0.377082, 0.062083, 0.062148, 0.0621251, 7e-06, 8e-06, 7.375e-06
0.37722, 0.377287, 0.37725, 0.061986, 0.062041, 0.0620186, 7e-06, 7e-06, 7e-06
0.377098, 0.377156, 0.377128, 0.062142, 0.062181, 0.0621666, 6e-06, 8e-06, 7.25e-06
0.376898, 0.376947, 0.376922, 0.062339, 0.062369, 0.0623586, 7e-06, 8e-06, 7.875e-06
0.376733, 0.376779, 0.376752, 0.062008, 0.062044, 0.0620297, 6e-06, 8e-06, 7e-06
0.377148, 0.377193, 0.377167, 0.062092, 0.062132, 0.0621103, 6e-06, 7e-06, 6.875e-06
0.377344, 0.377404, 0.377375, 0.062291, 0.062343, 0.0623279, 6e-06, 7e-06, 6.875e-06
0.377486, 0.377542, 0.377514, 0.062239, 0.062275, 0.0622615, 7e-06, 8e-06, 7.375e-06
0.377685, 0.377729, 0.377706, 0.06212, 0.062149, 0.0621372, 6e-06, 8e-06, 7e-06
0.376672, 0.37673, 0.3767, 0.062135, 0.062178, 0.06216, 7e-06, 1e-05, 8.25e-06
0.377163, 0.377229, 0.377203, 0.062256, 0.062285, 0.0622743, 7e-06, 9e-06, 7.625e-06
0.386762, 0.386803, 0.386781, 0.062505, 0.06253, 0.0625219, 7e-06, 8e-06, 7.125e-06
0.378046, 0.378081, 0.378062, 0.062188, 0.062219, 0.0622045, 6e-06, 8e-06, 7.25e-06
0.376126, 0.376169, 0.376144, 0.06232, 0.062348, 0.0623386, 7e-06, 7e-06, 7e-06
0.376642, 0.376686, 0.376662, 0.062325, 0.062364, 0.0623428, 7e-06, 8e-06, 7.875e-06
0.376172, 0.376224, 0.376197, 0.062076, 0.06211, 0.0620976, 7e-06, 8e-06, 7.125e-06
0.376733, 0.376766, 0.376747, 0.061995, 0.062027, 0.0620111, 6e-06, 8e-06, 7.25e-06
0.376658, 0.376697, 0.376674, 0.061926, 0.061959, 0.0619427, 7e-06, 8e-06, 7.125e-06
0.376876, 0.376931, 0.376907, 0.06217, 0.062199, 0.0621881, 7e-06, 8e-06, 7.25e-06
0.376458, 0.376508, 0.37648, 0.062285, 0.062321, 0.0623069, 7e-06, 1.7e-05, 9e-06
0.377279, 0.377342, 0.377309, 0.062195, 0.062259, 0.0622369, 7e-06, 9e-06, 8.125e-06
0.377027, 0.377071, 0.377048, 0.062266, 0.062296, 0.0622828, 7e-06, 8e-06, 7.25e-06
0.376996, 0.377054, 0.377027, 0.062217, 0.062252, 0.0622396, 7e-06, 8e-06, 7.25e-06
0.376933, 0.376984, 0.376959, 0.062181, 0.062207, 0.0621991, 7e-06, 7e-06, 7e-06
0.376643, 0.376696, 0.376668, 0.062449, 0.062484, 0.0624717, 7e-06, 8e-06, 7.125e-06
0.379121, 0.379165, 0.379141, 0.062352, 0.062384, 0.0623715, 7e-06, 8e-06, 7.25e-06
0.376538, 0.376598, 0.376568, 0.062091, 0.062146, 0.0621279, 7e-06, 8e-06, 7.25e-06
0.376944, 0.376997, 0.376971, 0.062201, 0.062236, 0.0622236, 6e-06, 8e-06, 6.875e-06
0.376705, 0.376752, 0.376729, 0.062209, 0.062236, 0.0622267, 6e-06, 8e-06, 7e-06
0.37679, 0.376851, 0.376819, 0.061951, 0.061994, 0.0619769, 7e-06, 8e-06, 7.75e-06
0.376738, 0.376793, 0.376765, 0.062245, 0.062281, 0.0622684, 7e-06, 8e-06, 7.75e-06
0.376899, 0.376944, 0.376922, 0.062128, 0.062158, 0.0621457, 7e-06, 8e-06, 7.25e-06
0.386561, 0.386619, 0.38659, 0.062645, 0.06268, 0.0626694, 7e-06, 8e-06, 7.625e-06
0.375907, 0.37597, 0.375936, 0.062395, 0.062446, 0.0624244, 7e-06, 8e-06, 7.125e-06
0.375721, 0.375777, 0.37575, 0.062032, 0.062067, 0.0620547, 7e-06, 9e-06, 7.875e-06
0.375309, 0.375361, 0.375337, 0.061809, 0.061837, 0.0618276, 7e-06, 8e-06, 7.75e-06
0.375565, 0.3756, 0.375579, 0.062165, 0.062196, 0.0621805, 7e-06, 8e-06, 7.125e-06
0.376445, 0.376482, 0.376459, 0.06218, 0.062214, 0.0621977, 7e-06, 8e-06, 7.125e-06
0.37587, 0.375921, 0.375894, 0.062214, 0.062245, 0.0622344, 6e-06, 9e-06, 7.125e-06
0.375379, 0.375434, 0.375409, 0.062024, 0.062056, 0.0620426, 7e-06, 8e-06, 7.375e-06
0.375542, 0.375596, 0.37557, 0.062164, 0.062196, 0.0621831, 8e-06, 9e-06, 8.125e-06
0.380722, 0.380759, 0.380737, 0.062021, 0.062055, 0.0620376, 7e-06, 8e-06, 7.375e-06
0.380947, 0.381034, 0.380983, 0.062149, 0.062217, 0.0621935, 7e-06, 9e-06, 7.25e-06
0.375624, 0.375673, 0.375645, 0.062275, 0.062313, 0.0622973, 7e-06, 8e-06, 7.375e-06
0.379435, 0.37949, 0.379464, 0.062151, 0.062187, 0.0621721, 7e-06, 8e-06, 7.5e-06
0.374669, 0.374748, 0.374712, 0.062417, 0.062469, 0.0624462, 8e-06, 8e-06, 8e-06
0.376897, 0.376954, 0.376925, 0.062246, 0.062282, 0.0622691, 7e-06, 8e-06, 7.25e-06
0.378163, 0.378219, 0.378191, 0.062363, 0.062402, 0.062386, 6e-06, 9e-06, 7.25e-06
