Time step, Pipe time (min), Pipe time (max), Pipe time (ave), Rend time (min), Rend time (max), Rend time (ave), Save time (min), Save time (max), Save time (ave), Comp time (min), Comp time (max), Comp time (ave)
1760, 0.001763, 0.00484, 0.00290363, 0.029102, 0.373951, 0.201644, 0, 0.015309, 0.00191388, 0.002578, 0.365187, 0.189102
1770, 0.001869, 0.005019, 0.00311363, 0.028721, 0.568175, 0.236523, 0, 0.015282, 0.00191038, 0.001967, 0.544318, 0.333075
1780, 0.001755, 0.004562, 0.00290063, 0.028696, 0.481782, 0.221739, 0, 0.015231, 0.00190413, 0.001954, 0.456028, 0.259644
1790, 0.001766, 0.005122, 0.00295538, 0.030982, 0.551702, 0.221996, 0, 0.015206, 0.001901, 0.001895, 0.524619, 0.329973
1610, 0.001889, 0.004874, 0.0030415, 0.028627, 0.552407, 0.23836, 0, 0.015289, 0.00191138, 0.001869, 0.52776, 0.314651
1620, 0.002129, 0.005151, 0.00314138, 0.033477, 0.552531, 0.240777, 0, 0.015178, 0.00189737, 0.001876, 0.523263, 0.312241
1630, 0.001974, 0.004751, 0.0030175, 0.033464, 0.550364, 0.233865, 0, 0.01505, 0.00188137, 0.001873, 0.520491, 0.316851
1640, 0.001675, 0.004924, 0.00315475, 0.029432, 0.517239, 0.236688, 0, 0.01535, 0.00191888, 0.001968, 0.492979, 0.281829
1650, 0.001667, 0.005088, 0.00302562, 0.031102, 0.515929, 0.248394, 0, 0.015393, 0.0019245, 0.002037, 0.489604, 0.26885
1660, 0.001765, 0.004563, 0.00295137, 0.028973, 0.563513, 0.242128, 0, 0.015155, 0.0018945, 0.001864, 0.538626, 0.322117
1670, 0.002004, 0.004143, 0.00286812, 0.056137, 0.512433, 0.254852, 0, 0.01514, 0.00189263, 0.001996, 0.459401, 0.257375
1680, 0.00175, 0.004727, 0.00289462, 0.055498, 0.375481, 0.244859, 0, 0.015271, 0.001909, 0.002567, 0.338628, 0.146065
1690, 0.002022, 0.004445, 0.00296438, 0.055743, 0.445517, 0.269478, 0, 0.015482, 0.00193538, 0.001867, 0.393795, 0.176824
1700, 0.001794, 0.005258, 0.0033875, 0.055601, 0.52353, 0.285782, 0, 0.015277, 0.00190963, 0.001953, 0.472798, 0.238917
1710, 0.002045, 0.004181, 0.00305975, 0.029145, 0.429245, 0.216936, 0, 0.015015, 0.00187738, 0.001946, 0.404072, 0.212827
1720, 0.001895, 0.003515, 0.00267325, 0.030865, 0.528295, 0.231776, 0, 0.014971, 0.00187163, 0.001901, 0.500531, 0.296761
1730, 0.001813, 0.003342, 0.00255088, 0.0292, 0.48431, 0.214657, 0, 0.01501, 0.0018765, 0.001901, 0.458645, 0.26976
1740, 0.001809, 0.004182, 0.00288737, 0.028545, 0.528933, 0.246666, 0, 0.01502, 0.0018775, 0.001869, 0.503777, 0.282473
1750, 0.001858, 0.003838, 0.0026065, 0.031255, 0.528792, 0.228489, 0, 0.015087, 0.00188613, 0.002006, 0.501687, 0.301023
1760, 0.001798, 0.004147, 0.0026235, 0.033468, 0.430116, 0.2115, 0, 0.01505, 0.00188137, 0.002019, 0.39933, 0.21794
1770, 0.001674, 0.004122, 0.00289063, 0.031074, 0.525562, 0.222575, 0, 0.015027, 0.00187837, 0.001868, 0.498632, 0.303321
1780, 0.001985, 0.003572, 0.00259275, 0.031725, 0.54077, 0.232329, 0, 0.015248, 0.00190612, 0.00188, 0.512388, 0.308574
1790, 0.001929, 0.004225, 0.00263862, 0.033865, 0.549924, 0.233806, 0, 0.01497, 0.0018715, 0.001957, 0.520406, 0.317226
1610, 0.002022, 0.003213, 0.002549, 0.033399, 0.463538, 0.224363, 0, 0.015292, 0.0019115, 0.002008, 0.432778, 0.238617
1620, 0.001835, 0.004371, 0.00301613, 0.030945, 0.551558, 0.227965, 0, 0.015356, 0.00191962, 0.00197, 0.525034, 0.324137
1630, 0.00181, 0.00415, 0.002833, 0.030767, 0.442157, 0.227071, 0, 0.015292, 0.0019115, 0.002574, 0.442074, 0.241518
1640, 0.001707, 0.004438, 0.00253962, 0.029376, 0.55219, 0.251897, 0, 0.015399, 0.001925, 0.00187, 0.527267, 0.301325
1650, 0.001703, 0.004553, 0.00289075, 0.031111, 0.55488, 0.251594, 0, 0.015166, 0.00189588, 0.00189, 0.528426, 0.304112
1660, 0.001709, 0.004026, 0.00271862, 0.03137, 0.516208, 0.236768, 0, 0.015433, 0.0019295, 0.002051, 0.489332, 0.280419
1670, 0.001756, 0.004679, 0.00276212, 0.055931, 0.559679, 0.253486, 0, 0.015283, 0.00191063, 0.001858, 0.508094, 0.30709
1680, 0.001724, 0.004163, 0.002764, 0.059117, 0.539207, 0.268267, 0, 0.015387, 0.00192388, 0.002567, 0.502307, 0.289723
1690, 0.001757, 0.004373, 0.00282275, 0.056257, 0.429464, 0.262619, 0, 0.015166, 0.00189588, 0.002069, 0.37758, 0.167686
1700, 0.001796, 0.003354, 0.00262, 0.056226, 0.444964, 0.27507, 0, 0.015626, 0.00195363, 0.001882, 0.391665, 0.169655
1710, 0.001705, 0.004017, 0.0026865, 0.029234, 0.44406, 0.218235, 0, 0.014999, 0.00187538, 0.002625, 0.439593, 0.246837
1720, 0.001823, 0.003605, 0.00270863, 0.031149, 0.443016, 0.213414, 0, 0.015037, 0.00188, 0.001936, 0.415489, 0.229827
1730, 0.002451, 0.003909, 0.00304975, 0.031435, 0.496583, 0.228063, 0, 0.014967, 0.00187088, 0.001871, 0.468069, 0.268534
1740, 0.001802, 0.002964, 0.00244813, 0.033785, 0.37634, 0.205072, 0, 0.01507, 0.00188387, 0.002554, 0.359761, 0.185299
1750, 0.001973, 0.003771, 0.00259037, 0.031201, 0.446897, 0.222799, 0, 0.015181, 0.00189788, 0.002006, 0.419669, 0.224969
1760, 0.001831, 0.003957, 0.00269525, 0.031118, 0.477541, 0.218651, 0, 0.015087, 0.00188625, 0.002024, 0.450527, 0.259479
1770, 0.001895, 0.003802, 0.00252387, 0.033745, 0.482389, 0.216297, 0, 0.015473, 0.00193425, 0.002692, 0.451996, 0.266289
1780, 0.002019, 0.004144, 0.00299325, 0.033395, 0.447019, 0.228614, 0, 0.015076, 0.00188475, 0.001884, 0.417458, 0.218703
1790, 0.0017, 0.003713, 0.00227612, 0.030752, 0.399101, 0.205305, 0, 0.014999, 0.00187513, 0.001982, 0.37256, 0.194728
1610, 0.001992, 0.003967, 0.00251813, 0.033446, 0.416448, 0.207966, 0, 0.0151, 0.00188775, 0.001868, 0.386987, 0.209404
1620, 0.001712, 0.004373, 0.00248188, 0.031168, 0.556025, 0.228928, 0, 0.015053, 0.001882, 0.001913, 0.529553, 0.328277
1630, 0.0018, 0.003867, 0.00249938, 0.033567, 0.378167, 0.213364, 0, 0.015077, 0.00188475, 0.002605, 0.358566, 0.175576
1640, 0.001684, 0.004258, 0.00284563, 0.031106, 0.491069, 0.231764, 0, 0.015304, 0.00191338, 0.002033, 0.464216, 0.259947
1650, 0.001689, 0.004558, 0.002966, 0.053016, 0.442668, 0.236427, 0, 0.015074, 0.00188438, 0.001924, 0.393976, 0.206776
1660, 0.001721, 0.004155, 0.002626, 0.028777, 0.55677, 0.25468, 0, 0.015182, 0.001898, 0.002067, 0.532477, 0.30302
1670, 0.001719, 0.004344, 0.00298237, 0.056627, 0.512492, 0.245926, 0, 0.015151, 0.00189387, 0.002233, 0.460187, 0.267074
1680, 0.001859, 0.003677, 0.00258025, 0.05956, 0.378459, 0.247333, 0, 0.01505, 0.0018815, 0.002577, 0.338532, 0.147487
1690, 0.001743, 0.004795, 0.00320038, 0.058734, 0.562359, 0.309713, 0, 0.015338, 0.00191763, 0.002032, 0.5078, 0.252825
1700, 0.00175, 0.004379, 0.00304963, 0.055997, 0.522217, 0.283118, 0, 0.01526, 0.00190788, 0.00201, 0.470392, 0.239353
1710, 0.001682, 0.003926, 0.00245675, 0.029184, 0.373761, 0.1981, 0, 0.014951, 0.00186938, 0.002619, 0.367882, 0.19564
1720, 0.001884, 0.00355, 0.00251862, 0.033792, 0.440685, 0.20775, 0, 0.01519, 0.001899, 0.001904, 0.409443, 0.23216
1730, 0.001789, 0.004126, 0.00263862, 0.030898, 0.502432, 0.225972, 0, 0.015015, 0.001877, 0.001908, 0.475473, 0.276797
1740, 0.001684, 0.003917, 0.00275725, 0.031022, 0.436941, 0.21362, 0, 0.015305, 0.0019135, 0.001963, 0.410275, 0.223916
1750, 0.001806, 0.004143, 0.00281825, 0.034637, 0.55066, 0.226879, 0, 0.015359, 0.0019205, 0.001948, 0.520146, 0.324477
1760, 0.001673, 0.004021, 0.0028395, 0.031301, 0.435548, 0.219999, 0, 0.015091, 0.0018865, 0.002004, 0.408554, 0.216141
1770, 0.001693, 0.00409, 0.00252537, 0.033512, 0.427595, 0.210803, 0, 0.015164, 0.00189575, 0.002036, 0.398281, 0.217472
1780, 0.001669, 0.004022, 0.00265575, 0.030865, 0.455817, 0.222943, 0, 0.015116, 0.00188962, 0.001998, 0.429128, 0.233433
1790, 0.001817, 0.004092, 0.002884, 0.030886, 0.451469, 0.22447, 0, 0.014983, 0.00187288, 0.002026, 0.424816, 0.227644
1610, 0.002395, 0.003272, 0.00281837, 0.031104, 0.436816, 0.220369, 0, 0.015375, 0.00192213, 0.001886, 0.408206, 0.21645
1620, 0.001957, 0.003936, 0.00278362, 0.028705, 0.51713, 0.229318, 0, 0.01508, 0.00188525, 0.002029, 0.492455, 0.288648
1630, 0.001815, 0.004231, 0.00275562, 0.033585, 0.41557, 0.221676, 0, 0.015442, 0.00193075, 0.002031, 0.386257, 0.194603
1640, 0.001854, 0.004424, 0.0029535, 0.031262, 0.552369, 0.229586, 0, 0.01516, 0.00189525, 0.001968, 0.525697, 0.323568
1650, 0.001863, 0.003835, 0.00270975, 0.029052, 0.548716, 0.243804, 0, 0.015295, 0.00191213, 0.002041, 0.523814, 0.305559
1660, 0.001708, 0.004437, 0.00301513, 0.02928, 0.55155, 0.247675, 0, 0.015103, 0.001888, 0.0019, 0.527068, 0.304873
1670, 0.001752, 0.004358, 0.0027805, 0.056257, 0.385905, 0.229989, 0, 0.015321, 0.00191512, 0.002613, 0.344351, 0.166885
1680, 0.001722, 0.004248, 0.00336175, 0.056351, 0.552081, 0.279759, 0, 0.0152, 0.0019, 0.001985, 0.500167, 0.272611
1690, 0.001722, 0.004193, 0.00281163, 0.056052, 0.551124, 0.289078, 0, 0.015426, 0.00192837, 0.002033, 0.49929, 0.262592
1700, 0.001776, 0.004565, 0.0031285, 0.056265, 0.568377, 0.277427, 0, 0.015152, 0.0018945, 0.001851, 0.516548, 0.291422
1710, 0.001684, 0.003875, 0.00273563, 0.029147, 0.373983, 0.198914, 0, 0.015067, 0.0018835, 0.002582, 0.368208, 0.194822
1720, 0.001852, 0.003829, 0.00276475, 0.031216, 0.444687, 0.214275, 0, 0.015158, 0.001895, 0.001875, 0.41743, 0.230811
1730, 0.001827, 0.004114, 0.00269838, 0.031197, 0.547302, 0.219832, 0, 0.015148, 0.001894, 0.001947, 0.520405, 0.328225
1740, 0.001792, 0.00382, 0.00276263, 0.02886, 0.537367, 0.23638, 0, 0.015163, 0.00189575, 0.002047, 0.51256, 0.301422
1750, 0.001697, 0.003951, 0.00277588, 0.031278, 0.557015, 0.231457, 0, 0.015128, 0.00189125, 0.00187, 0.529713, 0.325904
1760, 0.00183, 0.00384, 0.00262287, 0.030946, 0.480828, 0.21782, 0, 0.015145, 0.0018935, 0.00201, 0.453804, 0.263535
1770, 0.001787, 0.004115, 0.00266375, 0.028835, 0.484156, 0.215274, 0, 0.015068, 0.00188388, 0.001944, 0.459584, 0.269744
1780, 0.001731, 0.003809, 0.00281287, 0.028811, 0.489565, 0.218092, 0, 0.015434, 0.00192963, 0.00202, 0.464848, 0.272015
1790, 0.001706, 0.004148, 0.00296912, 0.031098, 0.549298, 0.252786, 0, 0.015113, 0.00188938, 0.001986, 0.522711, 0.297212
1610, 0.001823, 0.004387, 0.0029925, 0.030258, 0.517642, 0.224137, 0, 0.015347, 0.00191863, 0.002011, 0.491525, 0.293781
1620, 0.001672, 0.004209, 0.002809, 0.030977, 0.442646, 0.211553, 0, 0.015032, 0.00187925, 0.001948, 0.415984, 0.232027
1630, 0.001753, 0.004199, 0.00307962, 0.045928, 0.442445, 0.226141, 0, 0.015226, 0.00190325, 0.001968, 0.399925, 0.216695
1640, 0.001708, 0.004515, 0.00308925, 0.029087, 0.55448, 0.252548, 0, 0.015137, 0.00189213, 0.001881, 0.530026, 0.302576
1650, 0.001677, 0.00374, 0.00254662, 0.046127, 0.544781, 0.248078, 0, 0.01512, 0.00189, 0.001871, 0.500234, 0.295959
1660, 0.001715, 0.004603, 0.00301388, 0.046299, 0.43117, 0.227185, 0, 0.015389, 0.00192388, 0.002048, 0.388061, 0.204391
1670, 0.00174, 0.004675, 0.00328225, 0.056401, 0.555202, 0.281215, 0, 0.015308, 0.00191375, 0.001862, 0.503437, 0.274497
1680, 0.001767, 0.004204, 0.0028635, 0.089422, 0.54758, 0.289439, 0, 0.015087, 0.001886, 0.00197, 0.461723, 0.258902
1690, 0.001787, 0.004374, 0.00318338, 0.056576, 0.426878, 0.265841, 0, 0.015394, 0.0019245, 0.001867, 0.374482, 0.161256
1700, 0.001728, 0.004364, 0.00309988, 0.056209, 0.539774, 0.29119, 0, 0.015423, 0.00192825, 0.001986, 0.487773, 0.249031
1710, 0.00171, 0.004032, 0.00284862, 0.031235, 0.551438, 0.237963, 0, 0.015182, 0.00189813, 0.002025, 0.524604, 0.314184
1720, 0.001698, 0.005078, 0.0029515, 0.031108, 0.370865, 0.196658, 0, 0.014948, 0.00186913, 0.002546, 0.362624, 0.193178
1730, 0.001805, 0.004935, 0.00300213, 0.029087, 0.414572, 0.202973, 0, 0.015001, 0.0018755, 0.001907, 0.390465, 0.212898
1740, 0.001799, 0.004181, 0.00305325, 0.029022, 0.525852, 0.225613, 0, 0.01506, 0.00188263, 0.002071, 0.50088, 0.300573
1750, 0.001791, 0.003209, 0.00241038, 0.028912, 0.552828, 0.238074, 0, 0.014993, 0.00187425, 0.001971, 0.526618, 0.314305
1760, 0.001974, 0.003794, 0.00284587, 0.029024, 0.476731, 0.220123, 0, 0.015329, 0.0019165, 0.002067, 0.451527, 0.256899
1770, 0.001803, 0.0041, 0.00270125, 0.033429, 0.548911, 0.237347, 0, 0.015062, 0.00188275, 0.001948, 0.519702, 0.312466
1780, 0.001674, 0.003684, 0.00268775, 0.031181, 0.445367, 0.217955, 0, 0.014932, 0.00186663, 0.001887, 0.417531, 0.227382
1790, 0.001977, 0.004894, 0.00289475, 0.028833, 0.446666, 0.220097, 0, 0.01496, 0.00187025, 0.001864, 0.422609, 0.227805
1610, 0.00185, 0.005322, 0.00281113, 0.032225, 0.498407, 0.222688, 0, 0.015135, 0.001892, 0.001997, 0.470358, 0.276274
1620, 0.001814, 0.005151, 0.00301838, 0.046188, 0.447192, 0.220208, 0, 0.015063, 0.00188313, 0.001869, 0.405198, 0.228218
1630, 0.001724, 0.005223, 0.00283987, 0.033571, 0.377054, 0.212743, 0, 0.015454, 0.00193175, 0.002546, 0.36246, 0.179511
1640, 0.001678, 0.005461, 0.00284937, 0.031541, 0.553541, 0.24171, 0, 0.015405, 0.00192613, 0.001883, 0.527659, 0.313781
1650, 0.001677, 0.004069, 0.002605, 0.02909, 0.553717, 0.260077, 0, 0.015071, 0.00188413, 0.002053, 0.52748, 0.292879
1660, 0.001745, 0.004134, 0.00294738, 0.029101, 0.447915, 0.243685, 0, 0.015112, 0.00188925, 0.001992, 0.423184, 0.20475
1670, 0.001731, 0.003487, 0.00269363, 0.058491, 0.448844, 0.244973, 0, 0.015208, 0.001901, 0.002648, 0.404726, 0.214828
1680, 0.001731, 0.004046, 0.00268963, 0.056026, 0.561839, 0.281419, 0, 0.015038, 0.00188, 0.002552, 0.509579, 0.280499
1690, 0.001796, 0.004249, 0.003072, 0.056459, 0.382225, 0.25707, 0, 0.015439, 0.00193025, 0.002601, 0.342046, 0.137682
1700, 0.001744, 0.005731, 0.00330912, 0.056988, 0.557166, 0.308524, 0, 0.015176, 0.00189713, 0.001876, 0.505869, 0.250196
1710, 0.001691, 0.004822, 0.00312175, 0.028969, 0.415594, 0.211452, 0, 0.015314, 0.0019145, 0.002027, 0.391445, 0.20524
1720, 0.001981, 0.004694, 0.00298112, 0.031352, 0.550873, 0.246887, 0, 0.01498, 0.00187275, 0.001986, 0.523674, 0.304459
1730, 0.001822, 0.003929, 0.00269213, 0.03101, 0.380444, 0.200673, 0, 0.015179, 0.00189775, 0.002557, 0.362917, 0.189597
1740, 0.001973, 0.004502, 0.00306437, 0.029073, 0.552518, 0.227478, 0, 0.015068, 0.00188388, 0.001875, 0.527258, 0.325022
1750, 0.001691, 0.005101, 0.00294525, 0.033671, 0.55012, 0.232666, 0, 0.015253, 0.00190713, 0.001968, 0.52202, 0.319133
1760, 0.001811, 0.003739, 0.00249012, 0.034547, 0.374584, 0.207532, 0, 0.015392, 0.00192413, 0.002548, 0.362922, 0.1866
1770, 0.001863, 0.004847, 0.00291362, 0.029102, 0.442489, 0.214536, 0, 0.015192, 0.00189925, 0.001965, 0.418487, 0.229349
1780, 0.00175, 0.004643, 0.00283063, 0.030841, 0.528316, 0.218819, 0, 0.015293, 0.00191175, 0.00195, 0.501899, 0.310938
1790, 0.001875, 0.00427, 0.00280638, 0.033476, 0.551412, 0.224467, 0, 0.015015, 0.00187725, 0.001904, 0.521982, 0.327784
1610, 0.001823, 0.003984, 0.0026455, 0.033476, 0.426044, 0.213953, 0, 0.015141, 0.00189288, 0.002033, 0.396474, 0.213157
1620, 0.002286, 0.003187, 0.00275825, 0.031095, 0.38173, 0.209239, 0, 0.015038, 0.00188, 0.002588, 0.364512, 0.18342
1630, 0.001827, 0.004754, 0.00288475, 0.029782, 0.379728, 0.212319, 0, 0.015446, 0.00193088, 0.002601, 0.368672, 0.182505
1640, 0.001776, 0.004842, 0.00284287, 0.030859, 0.435738, 0.213429, 0, 0.015059, 0.00188275, 0.001872, 0.408691, 0.22294
1650, 0.001677, 0.003967, 0.0027555, 0.028769, 0.555754, 0.248905, 0, 0.015294, 0.001912, 0.001894, 0.530018, 0.306789
1660, 0.001739, 0.004972, 0.0032485, 0.028782, 0.554898, 0.255102, 0, 0.015123, 0.00189075, 0.001894, 0.530572, 0.300516
1670, 0.001947, 0.00325, 0.00274812, 0.058592, 0.552846, 0.249508, 0, 0.015426, 0.00192825, 0.001886, 0.496702, 0.302785
1680, 0.002017, 0.004967, 0.00321325, 0.05668, 0.548043, 0.27938, 0, 0.015083, 0.0018855, 0.002047, 0.496273, 0.269951
1690, 0.002199, 0.004372, 0.00299525, 0.055774, 0.542721, 0.282905, 0, 0.015014, 0.00187713, 0.00202, 0.488979, 0.258563
1700, 0.001782, 0.004734, 0.00314238, 0.056596, 0.447949, 0.264874, 0, 0.015554, 0.00194463, 0.002028, 0.395749, 0.183493
1710, 0.001685, 0.005139, 0.002844, 0.028838, 0.553627, 0.220941, 0, 0.015072, 0.00188413, 0.001955, 0.52964, 0.334263
1720, 0.001918, 0.00385, 0.00285062, 0.028823, 0.393902, 0.207273, 0, 0.015317, 0.00191463, 0.002011, 0.368681, 0.187086
1730, 0.001936, 0.004426, 0.00275975, 0.02899, 0.556197, 0.251888, 0, 0.014861, 0.001858, 0.001969, 0.531832, 0.305671
1740, 0.001686, 0.003984, 0.00252725, 0.029167, 0.441265, 0.213538, 0, 0.015076, 0.00188463, 0.001902, 0.416351, 0.228568
1750, 0.001703, 0.003931, 0.0023435, 0.030734, 0.556419, 0.234204, 0, 0.015224, 0.00190338, 0.001896, 0.529687, 0.323272
1760, 0.001943, 0.003942, 0.00265525, 0.030745, 0.514467, 0.220694, 0, 0.015022, 0.001878, 0.001942, 0.487371, 0.29447
1770, 0.001811, 0.003336, 0.0024705, 0.031064, 0.538528, 0.225567, 0, 0.014924, 0.00186588, 0.001957, 0.511047, 0.313159
1780, 0.001818, 0.003754, 0.002433, 0.030851, 0.556705, 0.232703, 0, 0.015008, 0.00187625, 0.00197, 0.528673, 0.323492
1790, 0.001798, 0.004118, 0.00256738, 0.034701, 0.432925, 0.210404, 0, 0.015204, 0.00190063, 0.001897, 0.402342, 0.223276
1610, 0.002007, 0.004358, 0.00277937, 0.033537, 0.519682, 0.23202, 0, 0.015108, 0.00188888, 0.002054, 0.490289, 0.288484
1620, 0.001847, 0.004285, 0.0028795, 0.031036, 0.547821, 0.255911, 0, 0.01538, 0.00192275, 0.001978, 0.521175, 0.292463
1630, 0.001858, 0.004224, 0.00260438, 0.031265, 0.550728, 0.235467, 0, 0.015228, 0.00190388, 0.001958, 0.523948, 0.316381
1640, 0.001669, 0.004348, 0.00267113, 0.031939, 0.553514, 0.235883, 0, 0.01529, 0.0019115, 0.001893, 0.525942, 0.318437
1650, 0.001988, 0.004557, 0.002915, 0.031243, 0.560875, 0.239459, 0, 0.015419, 0.00192763, 0.00188, 0.534077, 0.322408
1660, 0.00168, 0.004115, 0.00270875, 0.031449, 0.507856, 0.245807, 0, 0.015095, 0.00188688, 0.002062, 0.479302, 0.261289
1670, 0.001714, 0.004709, 0.00315863, 0.082795, 0.440465, 0.2406, 0, 0.015562, 0.00194537, 0.001915, 0.361853, 0.200384
1680, 0.002362, 0.00471, 0.00319962, 0.085944, 0.554516, 0.290053, 0, 0.015095, 0.00188725, 0.001894, 0.47226, 0.265117
1690, 0.00173, 0.00424, 0.0029265, 0.055996, 0.447123, 0.256552, 0, 0.015196, 0.00189963, 0.001874, 0.39378, 0.189609
1700, 0.001747, 0.004401, 0.00258363, 0.071389, 0.378259, 0.249575, 0, 0.015326, 0.00191588, 0.002582, 0.33114, 0.149438
1710, 0.001679, 0.004192, 0.00260587, 0.029031, 0.579232, 0.227895, 0, 0.015205, 0.00190062, 0.002099, 0.554691, 0.352225
1720, 0.001699, 0.003949, 0.0024925, 0.034145, 0.443131, 0.214141, 0, 0.015442, 0.00193038, 0.002689, 0.412518, 0.229221
1730, 0.001734, 0.003874, 0.00283037, 0.033782, 0.417017, 0.218053, 0, 0.015035, 0.0018795, 0.002049, 0.387447, 0.199468
1740, 0.001961, 0.003785, 0.00272413, 0.030172, 0.442841, 0.216408, 0, 0.014969, 0.0018715, 0.002041, 0.416698, 0.227043
1750, 0.001795, 0.004235, 0.00258837, 0.033423, 0.432699, 0.211246, 0, 0.01513, 0.00189175, 0.001961, 0.403805, 0.222576
1760, 0.001814, 0.003989, 0.00243225, 0.030922, 0.428349, 0.209181, 0, 0.015082, 0.00188575, 0.002672, 0.40105, 0.219409
1770, 0.001798, 0.003998, 0.00268612, 0.031014, 0.531099, 0.242061, 0, 0.015429, 0.001929, 0.002591, 0.505173, 0.290517
1780, 0.001667, 0.004024, 0.0026425, 0.033981, 0.556067, 0.228276, 0, 0.01488, 0.00186025, 0.001897, 0.526247, 0.328397
1790, 0.001797, 0.003972, 0.00264863, 0.03129, 0.564638, 0.222057, 0, 0.015143, 0.00189287, 0.001952, 0.537529, 0.343427
1610, 0.001707, 0.004072, 0.00274738, 0.029402, 0.554547, 0.243871, 0, 0.015106, 0.0018885, 0.001954, 0.52969, 0.311451
1620, 0.001708, 0.003885, 0.00255875, 0.028855, 0.453839, 0.223421, 0, 0.015499, 0.00193738, 0.00186, 0.42782, 0.229916
1630, 0.001696, 0.004276, 0.00268713, 0.034003, 0.555567, 0.238015, 0, 0.01539, 0.001924, 0.001889, 0.525857, 0.31829
1640, 0.001758, 0.003965, 0.002698, 0.031502, 0.446137, 0.220268, 0, 0.015076, 0.00188488, 0.001946, 0.418909, 0.226778
1650, 0.001715, 0.004278, 0.002799, 0.051945, 0.411085, 0.223956, 0, 0.015079, 0.001885, 0.002706, 0.364301, 0.188625
1660, 0.001687, 0.004322, 0.00292837, 0.028954, 0.481923, 0.237555, 0, 0.015158, 0.00189488, 0.002052, 0.457485, 0.244988
1670, 0.001722, 0.004365, 0.0027985, 0.060879, 0.561731, 0.25383, 0, 0.015137, 0.00189225, 0.002042, 0.505376, 0.308822
1680, 0.001881, 0.004359, 0.00271562, 0.060164, 0.55548, 0.264597, 0, 0.015533, 0.00194188, 0.00193, 0.499605, 0.291568
1690, 0.001747, 0.004516, 0.00292775, 0.055982, 0.431192, 0.262868, 0, 0.015388, 0.0019235, 0.001883, 0.379656, 0.168987
1700, 0.001777, 0.004319, 0.00264875, 0.096659, 0.532036, 0.303577, 0, 0.015399, 0.00192513, 0.002063, 0.438134, 0.227981
1710, 0.001745, 0.004088, 0.00274512, 0.031244, 0.552235, 0.240867, 0, 0.015136, 0.00189213, 0.001977, 0.525541, 0.312198
1720, 0.001918, 0.003841, 0.00282613, 0.031395, 0.549856, 0.22066, 0, 0.015034, 0.0018795, 0.001889, 0.522154, 0.329353
1730, 0.001692, 0.004199, 0.00261663, 0.033698, 0.523844, 0.216809, 0, 0.015005, 0.00187575, 0.00188, 0.494189, 0.307557
1740, 0.001732, 0.003876, 0.00283488, 0.031369, 0.438037, 0.212624, 0, 0.015088, 0.00188613, 0.002024, 0.41074, 0.225747
1750, 0.001681, 0.003924, 0.0027515, 0.031149, 0.524569, 0.231351, 0, 0.014923, 0.00186575, 0.001876, 0.497338, 0.293555
1760, 0.001835, 0.003946, 0.00262663, 0.031034, 0.376937, 0.202653, 0, 0.014932, 0.0018665, 0.00261, 0.364492, 0.189419
1770, 0.001969, 0.003994, 0.00266125, 0.033516, 0.421794, 0.204025, 0, 0.01537, 0.0019215, 0.001936, 0.390795, 0.216929
1780, 0.001814, 0.004231, 0.0025715, 0.031046, 0.518985, 0.229942, 0, 0.015163, 0.00189563, 0.001873, 0.492121, 0.289999
1790, 0.001655, 0.004015, 0.00269825, 0.028808, 0.488575, 0.216791, 0, 0.015358, 0.00191975, 0.002026, 0.464158, 0.272489
1610, 0.00168, 0.004186, 0.00266887, 0.031012, 0.551678, 0.22511, 0, 0.0153, 0.0019125, 0.001936, 0.525274, 0.327559
1620, 0.001832, 0.004131, 0.0027865, 0.031042, 0.445187, 0.217044, 0, 0.01537, 0.00192138, 0.002028, 0.418543, 0.228836
1630, 0.001676, 0.004435, 0.00279213, 0.03096, 0.555127, 0.231836, 0, 0.015282, 0.0019105, 0.001884, 0.528652, 0.324217
1640, 0.001739, 0.004198, 0.00290875, 0.029607, 0.548265, 0.250704, 0, 0.015131, 0.0018915, 0.001962, 0.523212, 0.298166
1650, 0.001707, 0.004358, 0.00297963, 0.029078, 0.415208, 0.225562, 0, 0.015283, 0.0019105, 0.002003, 0.390446, 0.190083
1660, 0.0017, 0.004345, 0.00272325, 0.028717, 0.549994, 0.232801, 0, 0.015411, 0.00192663, 0.001961, 0.52591, 0.318306
1670, 0.001727, 0.004358, 0.00303725, 0.056335, 0.560256, 0.259499, 0, 0.015557, 0.00194475, 0.001984, 0.508541, 0.301427
1680, 0.001722, 0.004638, 0.00297525, 0.055574, 0.551001, 0.265019, 0, 0.015093, 0.00188688, 0.001861, 0.500086, 0.286688
1690, 0.001722, 0.004037, 0.00294488, 0.056008, 0.481546, 0.277588, 0, 0.015375, 0.001922, 0.002598, 0.4294, 0.20423
1700, 0.001761, 0.004542, 0.00307637, 0.059576, 0.535401, 0.290348, 0, 0.015483, 0.0019355, 0.002502, 0.480089, 0.245467
1710, 0.002213, 0.00407, 0.00298137, 0.029543, 0.444975, 0.21626, 0, 0.015108, 0.00188862, 0.002684, 0.419855, 0.229856
1720, 0.001714, 0.003877, 0.00273238, 0.032179, 0.375062, 0.203453, 0, 0.015397, 0.00192488, 0.002575, 0.364592, 0.189566
1730, 0.001845, 0.00386, 0.002772, 0.033635, 0.491603, 0.224655, 0, 0.015015, 0.00187738, 0.00204, 0.461858, 0.26734
